area,year,sex,age,educational_attainment,,value
paraguay,2002,female,25 - 29,first level,,108833
paraguay,2002,female,25 - 29,second level,,42584
paraguay,2002,female,25 - 29,third level,,20455
paraguay,2002,female,30 - 34,first level,,106755
paraguay,2002,female,30 - 34,second level,,34730
paraguay,2002,female,30 - 34,third level,,16008
paraguay,2002,female,35 - 39,first level,,102298
paraguay,2002,female,35 - 39,second level,,28999
paraguay,2002,female,35 - 39,third level,,13198
peru,2007,male,15 - 19,first level,,173168
peru,2007,male,15 - 19,second level,,995056
peru,2007,male,15 - 19,third level,,187052
peru,2007,male,20 - 24,first level,,154914
peru,2007,male,20 - 24,second level,,597206
peru,2007,male,20 - 24,third level,,485204
peru,2007,male,25 - 29,first level,,166461
peru,2007,male,25 - 29,second level,,483626
peru,2007,male,25 - 29,third level,,458374
peru,2007,male,30 - 34,first level,,176543
peru,2007,male,30 - 34,second level,,409711
peru,2007,male,30 - 34,third level,,404115
peru,2007,male,35 - 39,first level,,181152
peru,2007,male,35 - 39,second level,,352832
peru,2007,male,35 - 39,third level,,345486
peru,2007,male,40 - 44,first level,,190113
peru,2007,male,40 - 44,second level,,293096
peru,2007,male,40 - 44,third level,,296878
peru,2007,male,45 - 49,first level,,173243
peru,2007,male,45 - 49,second level,,234167
peru,2007,male,45 - 49,third level,,239300
peru,2007,male,50 - 54,first level,,161837
peru,2007,male,50 - 54,second level,,182044
peru,2007,male,50 - 54,third level,,191442
peru,2007,male,55 - 59,first level,,148052
peru,2007,male,55 - 59,second level,,129135
peru,2007,male,55 - 59,third level,,134963
peru,2007,male,60 - 64,first level,,142192
peru,2007,male,60 - 64,second level,,89356
peru,2007,male,60 - 64,third level,,96353
peru,2007,male,65 - 69,first level,,130064
peru,2007,male,65 - 69,second level,,60301
peru,2007,male,65 - 69,third level,,62290
peru,2007,male,70 - 74,first level,,106693
peru,2007,male,70 - 74,second level,,42177
peru,2007,male,70 - 74,third level,,40769
peru,2007,male,75 - 79,first level,,82625
peru,2007,male,75 - 79,second level,,29947
peru,2007,male,75 - 79,third level,,27749
peru,2007,male,80 - 84,first level,,44918
peru,2007,male,80 - 84,second level,,16008
peru,2007,male,80 - 84,third level,,15898
peru,2007,male,85 - 89,first level,,25776
peru,2007,male,85 - 89,second level,,7882
peru,2007,male,85 - 89,third level,,7278
peru,2007,male,90 - 94,first level,,7798
peru,2007,male,90 - 94,second level,,2561
peru,2007,male,90 - 94,third level,,2370
peru,2007,female,15 - 19,first level,,199578
peru,2007,female,15 - 19,second level,,918801
peru,2007,female,15 - 19,third level,,215144
peru,2007,female,20 - 24,first level,,204882
peru,2007,female,20 - 24,second level,,518032
peru,2007,female,20 - 24,third level,,519353
peru,2007,female,25 - 29,first level,,222925
peru,2007,female,25 - 29,second level,,415909
peru,2007,female,25 - 29,third level,,483053
peru,2007,female,30 - 34,first level,,234512
peru,2007,female,30 - 34,second level,,344193
peru,2007,female,30 - 34,third level,,416463
peru,2007,female,35 - 39,first level,,244388
peru,2007,female,35 - 39,second level,,294604
peru,2007,female,35 - 39,third level,,350893
peru,2007,female,40 - 44,first level,,232891
peru,2007,female,40 - 44,second level,,236984
peru,2007,female,40 - 44,third level,,281913
peru,2007,female,45 - 49,first level,,208566
peru,2007,female,45 - 49,second level,,186855
peru,2007,female,45 - 49,third level,,216979
peru,2007,female,50 - 54,first level,,190523
peru,2007,female,50 - 54,second level,,144795
peru,2007,female,50 - 54,third level,,162228
peru,2007,female,55 - 59,first level,,156698
peru,2007,female,55 - 59,second level,,96694
peru,2007,female,55 - 59,third level,,103748
peru,2007,female,60 - 64,first level,,132669
peru,2007,female,60 - 64,second level,,64009
peru,2007,female,60 - 64,third level,,68324
peru,2007,female,65 - 69,first level,,108915
peru,2007,female,65 - 69,second level,,43557
peru,2007,female,65 - 69,third level,,41752
peru,2007,female,70 - 74,first level,,84945
peru,2007,female,70 - 74,second level,,32909
peru,2007,female,70 - 74,third level,,27514
peru,2007,female,75 - 79,first level,,61978
peru,2007,female,75 - 79,second level,,24334
peru,2007,female,75 - 79,third level,,19207
peru,2007,female,80 - 84,first level,,36823
peru,2007,female,80 - 84,second level,,14961
peru,2007,female,80 - 84,third level,,11487
peru,2007,female,85 - 89,first level,,21455
peru,2007,female,85 - 89,second level,,7774
peru,2007,female,85 - 89,third level,,5341
peru,2007,female,90 - 94,first level,,8022
peru,2007,female,90 - 94,second level,,3056
peru,2007,female,90 - 94,third level,,2019
philippines,2000,male,15 - 19,first level,,1091408
philippines,2000,male,15 - 19,second level,,2184098
philippines,2000,male,15 - 19,third level,,579175
philippines,2000,male,20 - 24,first level,,865330
philippines,2000,male,20 - 24,second level,,1343060
philippines,2000,male,20 - 24,third level,,1159153
philippines,2000,male,25 - 29,first level,,857187
philippines,2000,male,25 - 29,second level,,1094403
philippines,2000,male,25 - 29,third level,,959326
philippines,2000,male,30 - 34,first level,,846863
philippines,2000,male,30 - 34,second level,,1012929
philippines,2000,male,30 - 34,third level,,812740
philippines,2000,female,15 - 19,first level,,717335
philippines,2000,female,15 - 19,second level,,2348409
philippines,2000,female,15 - 19,third level,,774691
philippines,2000,female,20 - 24,first level,,612948
philippines,2000,female,20 - 24,second level,,1379547
philippines,2000,female,20 - 24,third level,,1397869
philippines,2000,female,25 - 29,first level,,669776
philippines,2000,female,25 - 29,second level,,1150752
philippines,2000,female,25 - 29,third level,,1055894
philippines,2000,female,30 - 34,first level,,720570
philippines,2000,female,30 - 34,second level,,1021542
philippines,2000,female,30 - 34,third level,,873677
poland,2002,male,15 - 19,first level,,1244482
poland,2002,male,15 - 19,second level,,334406
poland,2002,male,15 - 19,third level,,0
poland,2002,male,20 - 24,first level,,191402
poland,2002,male,20 - 24,second level,,1314695
poland,2002,male,20 - 24,third level,,58171
poland,2002,male,25 - 29,first level,,153602
poland,2002,male,25 - 29,second level,,1028276
poland,2002,male,25 - 29,third level,,244519
poland,2002,male,30 - 34,first level,,131939
poland,2002,male,30 - 34,second level,,907668
poland,2002,male,30 - 34,third level,,170485
poland,2002,male,35 - 39,first level,,134060
poland,2002,male,35 - 39,second level,,923076
poland,2002,male,35 - 39,third level,,138890
poland,2002,male,40 - 44,first level,,169850
poland,2002,male,40 - 44,second level,,1088712
poland,2002,male,40 - 44,third level,,149357
poland,2002,male,45 - 49,first level,,265720
poland,2002,male,45 - 49,second level,,1057613
poland,2002,male,45 - 49,third level,,163077
poland,2002,male,50 - 54,first level,,286286
poland,2002,male,50 - 54,second level,,862562
poland,2002,male,50 - 54,third level,,154367
poland,2002,male,55 - 59,first level,,241647
poland,2002,male,55 - 59,second level,,460343
poland,2002,male,55 - 59,third level,,104307
poland,2002,male,60 - 64,first level,,283084
poland,2002,male,60 - 64,second level,,340933
poland,2002,male,60 - 64,third level,,83535
poland,2002,male,65 - 69,first level,,275819
poland,2002,male,65 - 69,second level,,291290
poland,2002,male,65 - 69,third level,,73823
poland,2002,male,70 - 74,first level,,251198
poland,2002,male,70 - 74,second level,,199362
poland,2002,male,70 - 74,third level,,59886
poland,2002,male,75 - 79,first level,,172903
poland,2002,male,75 - 79,second level,,99426
poland,2002,male,75 - 79,third level,,31392
poland,2002,male,80 - 84,first level,,77977
poland,2002,male,80 - 84,second level,,40028
poland,2002,male,80 - 84,third level,,10729
poland,2002,female,15 - 19,first level,,1171235
poland,2002,female,15 - 19,second level,,348905
poland,2002,female,15 - 19,third level,,0
poland,2002,female,20 - 24,first level,,107870
poland,2002,female,20 - 24,second level,,1270683
poland,2002,female,20 - 24,third level,,134834
poland,2002,female,25 - 29,first level,,105310
poland,2002,female,25 - 29,second level,,927157
poland,2002,female,25 - 29,third level,,353009
poland,2002,female,30 - 34,first level,,108051
poland,2002,female,30 - 34,second level,,842058
poland,2002,female,30 - 34,third level,,227533
poland,2002,female,35 - 39,first level,,116150
poland,2002,female,35 - 39,second level,,865150
poland,2002,female,35 - 39,third level,,195390
poland,2002,female,40 - 44,first level,,172413
poland,2002,female,40 - 44,second level,,1051779
poland,2002,female,40 - 44,third level,,195169
poland,2002,female,45 - 49,first level,,285371
poland,2002,female,45 - 49,second level,,1062466
poland,2002,female,45 - 49,third level,,190717
poland,2002,female,50 - 54,first level,,362296
poland,2002,female,50 - 54,second level,,877528
poland,2002,female,50 - 54,third level,,159380
poland,2002,female,55 - 59,first level,,353852
poland,2002,female,55 - 59,second level,,457234
poland,2002,female,55 - 59,third level,,100868
poland,2002,female,60 - 64,first level,,438682
poland,2002,female,60 - 64,second level,,342284
poland,2002,female,60 - 64,third level,,78595
poland,2002,female,65 - 69,first level,,452754
poland,2002,female,65 - 69,second level,,314477
poland,2002,female,65 - 69,third level,,57170
poland,2002,female,70 - 74,first level,,469721
poland,2002,female,70 - 74,second level,,204521
poland,2002,female,70 - 74,third level,,33849
poland,2002,female,75 - 79,first level,,407057
poland,2002,female,75 - 79,second level,,124401
poland,2002,female,75 - 79,third level,,18335
poland,2002,female,80 - 84,first level,,201968
poland,2002,female,80 - 84,second level,,55459
poland,2002,female,80 - 84,third level,,5970
qatar,2004,male,15 - 19,first level,,5133
qatar,2004,male,15 - 19,second level,,15787
qatar,2004,male,15 - 19,third level,,0
qatar,2004,male,20 - 24,first level,,5444
qatar,2004,male,20 - 24,second level,,21519
qatar,2004,male,20 - 24,third level,,1858
qatar,2004,male,25 - 29,first level,,7089
qatar,2004,male,25 - 29,second level,,25295
qatar,2004,male,25 - 29,third level,,8396
qatar,2004,male,30 - 34,first level,,7131
qatar,2004,male,30 - 34,second level,,26217
qatar,2004,male,30 - 34,third level,,10596
qatar,2004,male,35 - 39,first level,,5951
qatar,2004,male,35 - 39,second level,,21382
qatar,2004,male,35 - 39,third level,,11782
qatar,2004,male,40 - 44,first level,,6397
qatar,2004,male,40 - 44,second level,,18658
qatar,2004,male,40 - 44,third level,,10687
qatar,2004,male,45 - 49,first level,,4916
qatar,2004,male,45 - 49,second level,,15519
qatar,2004,male,45 - 49,third level,,8100
qatar,2004,male,50 - 54,first level,,2791
qatar,2004,male,50 - 54,second level,,8857
qatar,2004,male,50 - 54,third level,,5894
qatar,2004,male,55 - 59,first level,,1278
qatar,2004,male,55 - 59,second level,,3823
qatar,2004,male,55 - 59,third level,,3384
qatar,2004,male,60 - 64,first level,,664
qatar,2004,male,60 - 64,second level,,1391
qatar,2004,male,60 - 64,third level,,1498
qatar,2004,male,65 - 69,first level,,338
qatar,2004,male,65 - 69,second level,,372
qatar,2004,male,65 - 69,third level,,365
qatar,2004,male,70 - 74,first level,,63
qatar,2004,male,70 - 74,second level,,125
qatar,2004,male,70 - 74,third level,,246
qatar,2004,female,15 - 19,first level,,3680
qatar,2004,female,15 - 19,second level,,15138
qatar,2004,female,15 - 19,third level,,0
qatar,2004,female,20 - 24,first level,,844
qatar,2004,female,20 - 24,second level,,13528
qatar,2004,female,20 - 24,third level,,3065
qatar,2004,female,25 - 29,first level,,980
qatar,2004,female,25 - 29,second level,,8966
qatar,2004,female,25 - 29,third level,,8457
qatar,2004,female,30 - 34,first level,,1579
qatar,2004,female,30 - 34,second level,,9132
qatar,2004,female,30 - 34,third level,,8076
qatar,2004,female,35 - 39,first level,,1229
qatar,2004,female,35 - 39,second level,,6921
qatar,2004,female,35 - 39,third level,,7151
qatar,2004,female,40 - 44,first level,,1173
qatar,2004,female,40 - 44,second level,,5896
qatar,2004,female,40 - 44,third level,,4912
qatar,2004,female,45 - 49,first level,,1037
qatar,2004,female,45 - 49,second level,,3312
qatar,2004,female,45 - 49,third level,,3308
qatar,2004,female,50 - 54,first level,,525
qatar,2004,female,50 - 54,second level,,1933
qatar,2004,female,50 - 54,third level,,1457
qatar,2004,female,55 - 59,first level,,220
qatar,2004,female,55 - 59,second level,,882
qatar,2004,female,55 - 59,third level,,534
qatar,2004,female,60 - 64,first level,,162
qatar,2004,female,60 - 64,second level,,317
qatar,2004,female,60 - 64,third level,,218
qatar,2004,female,65 - 69,first level,,43
qatar,2004,female,65 - 69,second level,,116
qatar,2004,female,65 - 69,third level,,28
qatar,2004,female,70 - 74,first level,,31
qatar,2004,female,70 - 74,second level,,30
qatar,2004,female,70 - 74,third level,,4
saint lucia,2001,male,15 - 19,first level,,3842
saint lucia,2001,male,15 - 19,second level,,3385
saint lucia,2001,male,15 - 19,third level,,7
saint lucia,2001,male,20 - 24,first level,,2495
saint lucia,2001,male,20 - 24,second level,,3571
saint lucia,2001,male,20 - 24,third level,,89
saint lucia,2001,male,25 - 29,first level,,3233
saint lucia,2001,male,25 - 29,second level,,2303
saint lucia,2001,male,25 - 29,third level,,193
saint lucia,2001,male,30 - 34,first level,,3426
saint lucia,2001,male,30 - 34,second level,,1745
saint lucia,2001,male,30 - 34,third level,,297
saint lucia,2001,male,35 - 39,first level,,3202
saint lucia,2001,male,35 - 39,second level,,1516
saint lucia,2001,male,35 - 39,third level,,324
saint lucia,2001,male,40 - 44,first level,,2577
saint lucia,2001,male,40 - 44,second level,,1188
saint lucia,2001,male,40 - 44,third level,,327
saint lucia,2001,male,45 - 49,first level,,2248
saint lucia,2001,male,45 - 49,second level,,619
saint lucia,2001,male,45 - 49,third level,,268
saint lucia,2001,male,50 - 54,first level,,1788
saint lucia,2001,male,50 - 54,second level,,340
saint lucia,2001,male,50 - 54,third level,,226
saint lucia,2001,male,55 - 59,first level,,1409
saint lucia,2001,male,55 - 59,second level,,211
saint lucia,2001,male,55 - 59,third level,,133
saint lucia,2001,male,60 - 64,first level,,1152
saint lucia,2001,male,60 - 64,second level,,130
saint lucia,2001,male,60 - 64,third level,,88
saint lucia,2001,male,65 - 69,first level,,1017
saint lucia,2001,male,65 - 69,second level,,143
saint lucia,2001,male,65 - 69,third level,,58
saint lucia,2001,male,70 - 74,first level,,824
saint lucia,2001,male,70 - 74,second level,,93
saint lucia,2001,male,70 - 74,third level,,45
saint lucia,2001,male,75 - 79,first level,,646
saint lucia,2001,male,75 - 79,second level,,44
saint lucia,2001,male,75 - 79,third level,,16
saint lucia,2001,female,15 - 19,first level,,3158
saint lucia,2001,female,15 - 19,second level,,4384
saint lucia,2001,female,15 - 19,third level,,9
saint lucia,2001,female,20 - 24,first level,,1567
saint lucia,2001,female,20 - 24,second level,,4512
saint lucia,2001,female,20 - 24,third level,,128
saint lucia,2001,female,25 - 29,first level,,2430
saint lucia,2001,female,25 - 29,second level,,3252
saint lucia,2001,female,25 - 29,third level,,383
saint lucia,2001,female,30 - 34,first level,,2911
saint lucia,2001,female,30 - 34,second level,,2534
saint lucia,2001,female,30 - 34,third level,,365
saint lucia,2001,female,35 - 39,first level,,2944
saint lucia,2001,female,35 - 39,second level,,2069
saint lucia,2001,female,35 - 39,third level,,343
saint lucia,2001,female,40 - 44,first level,,2389
saint lucia,2001,female,40 - 44,second level,,1661
saint lucia,2001,female,40 - 44,third level,,264
saint lucia,2001,female,45 - 49,first level,,2235
saint lucia,2001,female,45 - 49,second level,,762
saint lucia,2001,female,45 - 49,third level,,190
saint lucia,2001,female,50 - 54,first level,,2077
saint lucia,2001,female,50 - 54,second level,,426
saint lucia,2001,female,50 - 54,third level,,137
saint lucia,2001,female,55 - 59,first level,,1646
saint lucia,2001,female,55 - 59,second level,,281
saint lucia,2001,female,55 - 59,third level,,89
saint lucia,2001,female,60 - 64,first level,,1441
saint lucia,2001,female,60 - 64,second level,,170
saint lucia,2001,female,60 - 64,third level,,53
saint lucia,2001,female,65 - 69,first level,,1343
saint lucia,2001,female,65 - 69,second level,,121
saint lucia,2001,female,65 - 69,third level,,18
saint lucia,2001,female,70 - 74,first level,,960
saint lucia,2001,female,70 - 74,second level,,92
saint lucia,2001,female,70 - 74,third level,,24
saint lucia,2001,female,75 - 79,first level,,819
saint lucia,2001,female,75 - 79,second level,,53
saint lucia,2001,female,75 - 79,third level,,12
serbia,2002,male,15 - 19,first level,,176796
serbia,2002,male,15 - 19,second level,,53458
serbia,2002,male,15 - 19,third level,,97
serbia,2002,male,20 - 24,first level,,47151
serbia,2002,male,20 - 24,second level,,206294
serbia,2002,male,20 - 24,third level,,5207
serbia,2002,male,25 - 29,first level,,53269
serbia,2002,male,25 - 29,second level,,176454
serbia,2002,male,25 - 29,third level,,21825
serbia,2002,male,30 - 34,first level,,52803
serbia,2002,male,30 - 34,second level,,153657
serbia,2002,male,30 - 34,third level,,29017
serbia,2002,male,35 - 39,first level,,54540
serbia,2002,male,35 - 39,second level,,149287
serbia,2002,male,35 - 39,third level,,34524
serbia,2002,male,40 - 44,first level,,62398
serbia,2002,male,40 - 44,second level,,154229
serbia,2002,male,40 - 44,third level,,43763
serbia,2002,male,45 - 49,first level,,94451
serbia,2002,male,45 - 49,second level,,162535
serbia,2002,male,45 - 49,third level,,49366
serbia,2002,male,50 - 54,first level,,89646
serbia,2002,male,50 - 54,second level,,137159
serbia,2002,male,50 - 54,third level,,51384
serbia,2002,male,55 - 59,first level,,71468
serbia,2002,male,55 - 59,second level,,77364
serbia,2002,male,55 - 59,third level,,35029
serbia,2002,male,60 - 64,first level,,100838
serbia,2002,male,60 - 64,second level,,67095
serbia,2002,male,60 - 64,third level,,35892
serbia,2002,male,65 - 69,first level,,107122
serbia,2002,male,65 - 69,second level,,61343
serbia,2002,male,65 - 69,third level,,32888
serbia,2002,male,70 - 74,first level,,102154
serbia,2002,male,70 - 74,second level,,35018
serbia,2002,male,70 - 74,third level,,21142
serbia,2002,male,75 - 79,first level,,57629
serbia,2002,male,75 - 79,second level,,16613
serbia,2002,male,75 - 79,third level,,14688
serbia,2002,male,80 - 84,first level,,23779
serbia,2002,male,80 - 84,second level,,5746
serbia,2002,male,80 - 84,third level,,4521
serbia,2002,female,15 - 19,first level,,174594
serbia,2002,female,15 - 19,second level,,47314
serbia,2002,female,15 - 19,third level,,89
serbia,2002,female,20 - 24,first level,,41410
serbia,2002,female,20 - 24,second level,,198589
serbia,2002,female,20 - 24,third level,,8581
serbia,2002,female,25 - 29,first level,,48768
serbia,2002,female,25 - 29,second level,,162000
serbia,2002,female,25 - 29,third level,,37764
serbia,2002,female,30 - 34,first level,,54452
serbia,2002,female,30 - 34,second level,,139680
serbia,2002,female,30 - 34,third level,,42320
serbia,2002,female,35 - 39,first level,,60212
serbia,2002,female,35 - 39,second level,,138709
serbia,2002,female,35 - 39,third level,,43624
serbia,2002,female,40 - 44,first level,,83617
serbia,2002,female,40 - 44,second level,,137067
serbia,2002,female,40 - 44,third level,,44202
serbia,2002,female,45 - 49,first level,,131883
serbia,2002,female,45 - 49,second level,,131405
serbia,2002,female,45 - 49,third level,,43288
serbia,2002,female,50 - 54,first level,,137717
serbia,2002,female,50 - 54,second level,,106622
serbia,2002,female,50 - 54,third level,,39906
serbia,2002,female,55 - 59,first level,,118479
serbia,2002,female,55 - 59,second level,,54479
serbia,2002,female,55 - 59,third level,,21902
serbia,2002,female,60 - 64,first level,,157588
serbia,2002,female,60 - 64,second level,,40984
serbia,2002,female,60 - 64,third level,,19182
serbia,2002,female,65 - 69,first level,,147418
serbia,2002,female,65 - 69,second level,,34807
serbia,2002,female,65 - 69,third level,,13670
serbia,2002,female,70 - 74,first level,,125980
serbia,2002,female,70 - 74,second level,,21310
serbia,2002,female,70 - 74,third level,,8026
serbia,2002,female,75 - 79,first level,,86819
serbia,2002,female,75 - 79,second level,,13311
serbia,2002,female,75 - 79,third level,,4458
serbia,2002,female,80 - 84,first level,,32363
serbia,2002,female,80 - 84,second level,,4990
serbia,2002,female,80 - 84,third level,,1348
serbia,2002,male,15 - 19,first level,,103892
serbia,2002,male,15 - 19,second level,,31041
serbia,2002,male,15 - 19,third level,,62
serbia,2002,male,20 - 24,first level,,17541
serbia,2002,male,20 - 24,second level,,132989
serbia,2002,male,20 - 24,third level,,3861
serbia,2002,male,25 - 29,first level,,18575
serbia,2002,male,25 - 29,second level,,110475
serbia,2002,male,25 - 29,third level,,17797
serbia,2002,male,30 - 34,first level,,16810
serbia,2002,male,30 - 34,second level,,93123
serbia,2002,male,30 - 34,third level,,24492
serbia,2002,male,35 - 39,first level,,17759
serbia,2002,male,35 - 39,second level,,87842
serbia,2002,male,35 - 39,third level,,28512
serbia,2002,male,40 - 44,first level,,20316
serbia,2002,male,40 - 44,second level,,90974
serbia,2002,male,40 - 44,third level,,35326
serbia,2002,male,45 - 49,first level,,30082
serbia,2002,male,45 - 49,second level,,103144
serbia,2002,male,45 - 49,third level,,41443
serbia,2002,male,50 - 54,first level,,27550
serbia,2002,male,50 - 54,second level,,91916
serbia,2002,male,50 - 54,third level,,43725
serbia,2002,male,55 - 59,first level,,21011
serbia,2002,male,55 - 59,second level,,53247
serbia,2002,male,55 - 59,third level,,29737
serbia,2002,male,60 - 64,first level,,28988
serbia,2002,male,60 - 64,second level,,48797
serbia,2002,male,60 - 64,third level,,31048
serbia,2002,male,65 - 69,first level,,29098
serbia,2002,male,65 - 69,second level,,46127
serbia,2002,male,65 - 69,third level,,28757
serbia,2002,male,70 - 74,first level,,26382
serbia,2002,male,70 - 74,second level,,26973
serbia,2002,male,70 - 74,third level,,18887
serbia,2002,male,75 - 79,first level,,15285
serbia,2002,male,75 - 79,second level,,13271
serbia,2002,male,75 - 79,third level,,13671
serbia,2002,male,80 - 84,first level,,6352
serbia,2002,male,80 - 84,second level,,4667
serbia,2002,male,80 - 84,third level,,4283
serbia,2002,female,15 - 19,first level,,103126
serbia,2002,female,15 - 19,second level,,28386
serbia,2002,female,15 - 19,third level,,39
serbia,2002,female,20 - 24,first level,,15017
serbia,2002,female,20 - 24,second level,,132061
serbia,2002,female,20 - 24,third level,,6046
serbia,2002,female,25 - 29,first level,,16660
serbia,2002,female,25 - 29,second level,,104981
serbia,2002,female,25 - 29,third level,,31008
serbia,2002,female,30 - 34,first level,,18652
serbia,2002,female,30 - 34,second level,,88540
serbia,2002,female,30 - 34,third level,,35552
serbia,2002,female,35 - 39,first level,,21887
serbia,2002,female,35 - 39,second level,,88282
serbia,2002,female,35 - 39,third level,,36539
serbia,2002,female,40 - 44,first level,,32371
serbia,2002,female,40 - 44,second level,,93522
serbia,2002,female,40 - 44,third level,,37700
serbia,2002,female,45 - 49,first level,,53102
serbia,2002,female,45 - 49,second level,,99381
serbia,2002,female,45 - 49,third level,,38521
serbia,2002,female,50 - 54,first level,,57831
serbia,2002,female,50 - 54,second level,,86234
serbia,2002,female,50 - 54,third level,,35488
serbia,2002,female,55 - 59,first level,,50288
serbia,2002,female,55 - 59,second level,,45536
serbia,2002,female,55 - 59,third level,,19515
serbia,2002,female,60 - 64,first level,,69365
serbia,2002,female,60 - 64,second level,,36121
serbia,2002,female,60 - 64,third level,,17562
serbia,2002,female,65 - 69,first level,,68329
serbia,2002,female,65 - 69,second level,,31313
serbia,2002,female,65 - 69,third level,,12559
serbia,2002,female,70 - 74,first level,,59235
serbia,2002,female,70 - 74,second level,,19669
serbia,2002,female,70 - 74,third level,,7622
serbia,2002,female,75 - 79,first level,,41474
serbia,2002,female,75 - 79,second level,,12597
serbia,2002,female,75 - 79,third level,,4340
serbia,2002,female,80 - 84,first level,,15849
serbia,2002,female,80 - 84,second level,,4752
serbia,2002,female,80 - 84,third level,,1314
serbia,2002,male,15 - 19,first level,,72904
serbia,2002,male,15 - 19,second level,,22417
serbia,2002,male,15 - 19,third level,,35
serbia,2002,male,20 - 24,first level,,29610
serbia,2002,male,20 - 24,second level,,73305
serbia,2002,male,20 - 24,third level,,1346
serbia,2002,male,25 - 29,first level,,34694
serbia,2002,male,25 - 29,second level,,65979
serbia,2002,male,25 - 29,third level,,4028
serbia,2002,male,30 - 34,first level,,35993
serbia,2002,male,30 - 34,second level,,60534
serbia,2002,male,30 - 34,third level,,4525
serbia,2002,male,35 - 39,first level,,36781
serbia,2002,male,35 - 39,second level,,61445
serbia,2002,male,35 - 39,third level,,6012
serbia,2002,male,40 - 44,first level,,42082
serbia,2002,male,40 - 44,second level,,63255
serbia,2002,male,40 - 44,third level,,8437
serbia,2002,male,45 - 49,first level,,64369
serbia,2002,male,45 - 49,second level,,59391
serbia,2002,male,45 - 49,third level,,7923
serbia,2002,male,50 - 54,first level,,62096
serbia,2002,male,50 - 54,second level,,45243
serbia,2002,male,50 - 54,third level,,7659
serbia,2002,male,55 - 59,first level,,50457
serbia,2002,male,55 - 59,second level,,24117
serbia,2002,male,55 - 59,third level,,5292
serbia,2002,male,60 - 64,first level,,71850
serbia,2002,male,60 - 64,second level,,18298
serbia,2002,male,60 - 64,third level,,4844
serbia,2002,male,65 - 69,first level,,78024
serbia,2002,male,65 - 69,second level,,15216
serbia,2002,male,65 - 69,third level,,4131
serbia,2002,male,70 - 74,first level,,75772
serbia,2002,male,70 - 74,second level,,8045
serbia,2002,male,70 - 74,third level,,2255
serbia,2002,male,75 - 79,first level,,42344
serbia,2002,male,75 - 79,second level,,3342
serbia,2002,male,75 - 79,third level,,1017
serbia,2002,male,80 - 84,first level,,17427
serbia,2002,male,80 - 84,second level,,1079
serbia,2002,male,80 - 84,third level,,238
serbia,2002,female,15 - 19,first level,,71468
serbia,2002,female,15 - 19,second level,,18928
serbia,2002,female,15 - 19,third level,,50
serbia,2002,female,20 - 24,first level,,26393
serbia,2002,female,20 - 24,second level,,66528
serbia,2002,female,20 - 24,third level,,2535
serbia,2002,female,25 - 29,first level,,32108
serbia,2002,female,25 - 29,second level,,57019
serbia,2002,female,25 - 29,third level,,6756
serbia,2002,female,30 - 34,first level,,35800
serbia,2002,female,30 - 34,second level,,51140
serbia,2002,female,30 - 34,third level,,6768
serbia,2002,female,35 - 39,first level,,38325
serbia,2002,female,35 - 39,second level,,50427
serbia,2002,female,35 - 39,third level,,7085
serbia,2002,female,40 - 44,first level,,51246
serbia,2002,female,40 - 44,second level,,43545
serbia,2002,female,40 - 44,third level,,6502
serbia,2002,female,45 - 49,first level,,78781
serbia,2002,female,45 - 49,second level,,32024
serbia,2002,female,45 - 49,third level,,4767
serbia,2002,female,50 - 54,first level,,79886
serbia,2002,female,50 - 54,second level,,20388
serbia,2002,female,50 - 54,third level,,4418
serbia,2002,female,55 - 59,first level,,68191
serbia,2002,female,55 - 59,second level,,8943
serbia,2002,female,55 - 59,third level,,2387
serbia,2002,female,60 - 64,first level,,88223
serbia,2002,female,60 - 64,second level,,4863
serbia,2002,female,60 - 64,third level,,1620
serbia,2002,female,65 - 69,first level,,79089
serbia,2002,female,65 - 69,second level,,3494
serbia,2002,female,65 - 69,third level,,1111
serbia,2002,female,70 - 74,first level,,66745
serbia,2002,female,70 - 74,second level,,1641
serbia,2002,female,70 - 74,third level,,404
serbia,2002,female,75 - 79,first level,,45345
serbia,2002,female,75 - 79,second level,,714
serbia,2002,female,75 - 79,third level,,118
serbia,2002,female,80 - 84,first level,,16514
serbia,2002,female,80 - 84,second level,,238
serbia,2002,female,80 - 84,third level,,34
seychelles,1997,male,15 - 19,first level,,58
seychelles,1997,male,15 - 19,second level,,2765
seychelles,1997,male,15 - 19,third level,,8
seychelles,1997,male,20 - 24,first level,,37
seychelles,1997,male,20 - 24,second level,,1648
seychelles,1997,male,20 - 24,third level,,87
seychelles,1997,male,55 - 59,first level,,594
seychelles,1997,male,55 - 59,second level,,147
seychelles,1997,male,55 - 59,third level,,77
seychelles,1997,male,60 - 64,first level,,600
seychelles,1997,male,60 - 64,second level,,130
seychelles,1997,male,60 - 64,third level,,49
seychelles,1997,female,15 - 19,first level,,55
seychelles,1997,female,15 - 19,second level,,2727
seychelles,1997,female,15 - 19,third level,,6
seychelles,1997,female,20 - 24,first level,,31
seychelles,1997,female,20 - 24,second level,,1775
seychelles,1997,female,20 - 24,third level,,73
seychelles,1997,female,55 - 59,first level,,803
seychelles,1997,female,55 - 59,second level,,208
seychelles,1997,female,55 - 59,third level,,52
seychelles,1997,female,60 - 64,first level,,769
seychelles,1997,female,60 - 64,second level,,146
